2,402,0.1
10,970,0.8
113,54,0.4
10,271,0.8
119,2,0.8
119,54,0.5
119,271,0.8
54,119,0.5
119,471,0.9
168,74,0.1
271,119,0.8
271,471,0.1
271,113,0.7
271,54,0.7
271,2,0.8
474,37,0.1
37,474,0.1
37,113,0.5
113,37,0.2
54,37,0.5
168,439,0.1
168,10,0.2
10,168,0.2
10,99,0.2
99,10,0.2
37,1632,0.1
1632,37,0.2
1127,113,0.1
10,2,0.8
1127,2,0.1
2,1127,0.1
113,4,0.5
4,113,0.3
2,168,0.9
2,1632,0.2
1632,2,0.3
1,113,0.2
2,10,0.3
1,2,0.1
505,121,0.1
121,505,0.1
168,2,0.9
471,2,0.3
4,99,0.2
7424,505,0.1
505,7424,0.1
91,7424,0.1
91,297,0.1
7424,91,0.1
91,4,0.3
74,168,0.1
74,312,0.1
4,10,0.1
10,4,0.1
99,238,0.1
238,99,0.1
99,2473,0.1
297,91,0.2
2473,99,0.1
121,40,0.2
40,121,0.2
121,119,0.2
119,121,0.2
4,121,0.3
121,4,0.4
99,4,0.2
91,119,0.2
37,31,0.5
119,91,0.2
37,7400,0.2
7400,54,0.2
7400,37,0.3
2,710,0.2
710,2,0.2
119,4,0.5
4,439,0.2
91,625,0.2
1,744,0.1
625,91,0.2
439,4,0.1
1,625,0.1
625,1,0.2
40,1401,0.1
37,380,0.4
917,45,0.1
1209,4,0.1
4,1209,0.1
74,1127,0.1
7400,293,0.4
1127,74,0.1
4,312,0.5
2,512,0.1
512,2,0.1
31,37,0.2
23,512,0.1
40,23,0.1
512,23,0.1
23,40,0.1
45,917,0.1
74,625,0.1
625,74,0.1
2,917,0.2
40,37,0.1
917,2,0.2
37,40,0.1
45,251,0.1
625,439,0.3
439,625,0.3
40,2891,0.1
40,44,0.1
625,7552,0.1
7552,625,0.1
44,40,0.1
2891,40,0.1
744,40,0.1
744,1,0.1
744,712,0.1
40,744,0.1
712,744,0.3
91,168,0.3
168,91,0.1
744,249,0.1
249,744,0.3
625,1469,0.4
402,1115,0.2
1469,625,0.1
501,4,0.3
1115,402,0.2
744,402,0.1
402,744,0.1
436,2,0.1
768,436,0.1
2,436,0.1
768,23,0.2
40,989,0.1
91,37,0.1
37,91,0.1
380,37,0.4
23,1087,0.1
1087,23,0.1
917,1115,0.1
1115,917,0.1
4,532,0.1
532,4,0.1
917,40,0.1
40,379,0.1
40,917,0.1
74,4,0.5
45,389,0.2
446,4,0.1
4,446,0.1
389,45,0.2
389,126,0.2
389,23,0.4
389,293,0.1
23,389,0.4
532,91,0.1
91,532,0.1
113,1127,0.1
113,769,0.2
769,91,0.1
91,769,0.1
768,2,0.3
768,4,0.4
4,768,0.2
74,1087,0.1
23,710,0.2
126,293,0.3
44,1087,0.1
1087,44,0.1
1087,74,0.1
2,74,0.6
2,54,0.8
1209,2,0.2
2,1209,0.2
293,2,0.3
293,389,0.1
1909,4,0.1
293,126,0.3
293,113,0.3
293,74,0.1
293,439,0.3
293,402,0.1
4,1909,0.1
293,7400,0.3
293,91,0.3
40,45,0.1
989,40,0.1
31,379,0.1
45,40,0.1
131,145,0.2
131,74,0.2
145,131,0.2
561,131,0.2
131,561,0.2
54,148,0.2
121,512,0.2
148,54,0.2
512,121,0.2
439,148,0.1
379,31,0.1
249,402,0.4
379,40,0.1
148,439,0.1
148,270,0.1
270,148,0.1
768,148,0.1
446,2,0.1
148,768,0.1
2103,4,0.1
40,2103,0.1
768,446,0.1
2103,40,0.1
446,768,0.1
45,768,0.1
4,2103,0.1
402,249,0.3
768,45,0.1
23,768,0.2
4,237,0.2
4,23,0.5
237,4,0.3
148,119,0.5
512,148,0.3
270,237,0.5
148,1409,0.1
1409,148,0.1
237,270,0.5
379,1209,0.2
2,379,0.1
466,148,0.1
379,223,0.1
379,466,0.1
466,54,0.1
54,466,0.1
379,2,0.1
466,379,0.1
223,379,0.1
148,466,0.1
148,109,0.1
109,148,0.1
1401,148,0.1
270,379,0.1
379,270,0.1
2698,2,0.1
40,1226,0.1
460,54,0.1
119,148,0.2
1226,40,0.1
23,1919,0.1
2,2698,0.1
74,131,0.4
512,152,0.1
379,1230,0.1
148,7327,0.1
131,148,0.3
148,1401,0.1
840,148,0.4
379,54,0.1
148,840,0.4
7327,1401,0.1
40,1919,0.1
152,1628,0.1
54,379,0.1
109,379,0.1
1919,40,0.1
1628,152,0.1
1230,379,0.1
44,711,0.2
148,131,0.3
379,109,0.1
40,1600,0.1
1600,40,0.1
4,710,0.3
148,152,0.1
152,148,0.1
710,4,0.3
2,769,0.2
40,148,0.1
935,23,0.1
2,446,0.2
23,935,0.1
148,40,0.1
711,44,0.2
769,2,0.2
460,512,0.1
769,119,0.1
460,769,0.1
152,769,0.1
1270,4,0.3
769,460,0.1
119,769,0.1
148,512,0.3
512,460,0.1
4,1270,0.3
769,152,0.1
44,148,0.1
148,44,0.1
1600,148,0.2
152,54,0.1
54,152,0.1
40,851,0.1
148,1600,0.2
851,40,0.1
4,2,0.7
2,4,0.9
223,251,0.1
1401,40,0.2
251,223,0.1
54,531,0.1
531,54,0.1
531,7327,0.1
7327,531,0.1
379,44,0.1
234,40,0.1
40,234,0.1
23,2438,0.1
2438,23,0.1
148,1913,0.2
531,840,0.2
45,531,0.1
23,44,0.2
106,297,0.2
531,131,0.1
40,1077,0.1
531,45,0.1
297,106,0.2
840,531,0.2
131,531,0.1
1913,148,0.2
4,531,0.1
1270,1921,0.1
109,1270,0.1
1270,109,0.1
1921,1270,0.1
297,1212,0.3
152,626,0.1
1401,2,0.2
626,152,0.1
1401,7552,0.2
7552,1401,0.2
109,108,0.1
108,109,0.1
109,223,0.1
2,312,0.6
1077,40,0.1
774,531,0.1
840,54,0.1
1226,23,0.2
531,774,0.1
54,840,0.1
23,1226,0.2
223,109,0.1
1099,109,0.1
139,148,0.1
109,1099,0.1
148,1099,0.1
145,223,0.1
1099,148,0.1
148,139,0.1
223,145,0.1
145,1099,0.1
1099,145,0.1
251,4,0.1
466,45,0.1
45,466,0.1
512,4,0.1
4,193,0.2
4,512,0.1
193,4,0.2
250,4,0.2
1212,297,0.1
1908,4,0.1
4,250,0.2
4,1908,0.1
1076,44,0.2
512,109,0.3
1816,4,0.1
4,1816,0.1
44,1076,0.2
44,1131,0.1
131,44,0.1
44,379,0.2
1131,44,0.1
44,131,0.1
139,23,0.2
106,44,0.1
23,139,0.2
54,2,0.8
379,4,0.1
44,106,0.1
223,165,0.1
165,223,0.1
23,108,0.2
23,1398,0.1
108,1601,0.1
23,1601,0.1
1601,23,0.1
1601,108,0.1
2439,4,0.1
4,2439,0.1
4,1,0.2
1398,23,0.1
7552,2440,0.1
99,23,0.2
23,99,0.2
2440,7552,0.1
23,1131,0.4
840,4,0.1
4,840,0.1
1078,23,0.1
23,1078,0.1
23,84,0.1
84,148,0.1
468,4,0.2
4,468,0.2
148,84,0.2
16,768,0.1
23,2441,0.1
606,1601,0.1
466,23,0.1
1601,606,0.1
4,379,0.3
768,16,0.1
4,7550,0.1
466,654,0.1
1,4,0.2
654,466,0.1
841,4,0.2
23,1401,0.3
468,7552,0.1
419,606,0.1
1401,23,0.3
606,419,0.1
1401,4,0.3
4,2442,0.1
2442,4,0.1
23,153,0.3
223,466,0.2
466,223,0.2
23,466,0.1
4,419,0.2
152,153,0.1
4,249,0.1
4,841,0.3
562,4,0.5
1910,16,0.1
468,10,0.1
16,1910,0.1
10,468,0.1
249,4,0.2
152,44,0.1
710,23,0.2
44,152,0.1
842,148,0.1
44,23,0.3
234,1910,0.1
419,4,0.2
152,7552,0.1
270,436,0.1
23,842,0.4
842,16,0.1
842,4,0.1
23,1911,0.2
842,23,0.4
436,270,0.1
842,99,0.1
842,153,0.1
16,842,0.1
1911,23,0.2
1,379,0.2
63,223,0.1
223,711,0.1
223,63,0.1
145,298,0.1
4,842,0.1
99,842,0.1
711,223,0.2
152,91,0.4
711,16,0.1
1077,389,0.1
145,7327,0.1
298,1210,0.1
91,152,0.4
1210,298,0.1
99,562,0.2
1080,23,0.1
153,842,0.1
23,1080,0.1
908,23,0.2
23,908,0.2
1212,353,0.1
353,1212,0.1
1212,2444,0.1
353,379,0.1
2,148,0.1
1603,153,0.1
353,99,0.1
23,2,0.7
1603,2,0.1
23,4,0.7
986,2,0.1
91,54,0.8
23,500,0.4
2,1603,0.1
2,469,0.7
99,353,0.1
1212,16,0.1
2,986,0.1
99,2,0.4
16,1212,0.1
23,298,0.2
1603,297,0.1
23,401,0.1
23,138,0.1
1402,23,0.1
1908,1078,0.1
1078,1908,0.1
23,1402,0.1
1214,419,0.1
99,106,0.1
2,44,0.1
7552,152,0.1
419,1214,0.1
250,2,0.8
4,1602,0.3
1602,4,0.2
44,2,0.2
